Title,Company,Location,Link
Go/Python Developer (middle/senior),GOST-group,"Москва, Красносельская",https://hh.ru/vacancy/48795622?from=vacancy_search_list&query=python
Middle Python Developer (API),Picsart,Москва,https://hh.ru/vacancy/48803127?from=vacancy_search_list&query=python
Инженер-разработчик (программист Python),ООО Парус электро,"Москва, Царицыно",https://hh.ru/vacancy/46447886?from=vacancy_search_list&query=python
Техлид веб-разработки (Python/Django Fullstack),Russian Quantum Center,Москва,https://hh.ru/vacancy/48182369?from=vacancy_search_list&query=python
Senior data scientist,Доценко Дарья,Москва,https://hh.ru/vacancy/48218021?from=vacancy_search_list&query=python
С++ Software Engineer,Gara.capital,Москва,https://hh.ru/vacancy/48812426?from=vacancy_search_list&query=python
Data Analyst,Novakid Inc,Москва,https://hh.ru/vacancy/48775587?from=vacancy_search_list&query=python
"Ведущий разработчик (Full stack, Team lead)",ООО Фортес ПРО,"Москва, Бауманская ",https://hh.ru/vacancy/47640922?from=vacancy_search_list&query=python
Инженер по автоматизации тестирования (Python),Positive Technologies,Москва,https://hh.ru/vacancy/44427755?from=vacancy_search_list&query=python
Middle Data Scientist,ЗАО Группа компаний С7,Москва,https://hh.ru/vacancy/48797207?from=vacancy_search_list&query=python
"Аналитик данных (Python, SQL)",СберЛизинг,"Москва, Кутузовская ",https://hh.ru/vacancy/48748811?from=vacancy_search_list&query=python
Middle data engineer/ Аналитик,LuckyOnline,Москва,https://hh.ru/vacancy/48791374?from=vacancy_search_list&query=python
Senior data engineer,EXE.CTLY,Москва,https://hh.ru/vacancy/48764027?from=vacancy_search_list&query=python
Data Scientist  / Разработчик математических алгоритмов и методик диагностирования,ООО ВиКонт,"Москва, Коломенская",https://hh.ru/vacancy/48435453?from=vacancy_search_list&query=python
Data scientist,М.Видео-Эльдорадо. ИТ,"Москва, Бауманская ",https://hh.ru/vacancy/48794888?from=vacancy_search_list&query=python
Junior Data-аналитик / Аналитик данных / Data Analyst,Ужин Дома,"Москва, Нижегородская ",https://hh.ru/vacancy/48236458?from=vacancy_search_list&query=python
Senior Software Engineer,Top Remote Talent,Москва,https://hh.ru/vacancy/48635471?from=vacancy_search_list&query=python
Data scientist,Hoff,Москва,https://hh.ru/vacancy/48816726?from=vacancy_search_list&query=python
DevOps-инженер,ООО Максконсалт,Москва,https://hh.ru/vacancy/48440263?from=vacancy_search_list&query=python
Back-end Developer (Кипр),Helio Games,Москва,https://hh.ru/vacancy/47296956?from=vacancy_search_list&query=python
Senior разработчик компьютерного зрения со знанием Python/с++,ООО КСОР,Москва,https://hh.ru/vacancy/47654480?from=vacancy_search_list&query=python
Data Engineer,ГК АСНА,"Москва, Ботанический сад",https://hh.ru/vacancy/45396149?from=vacancy_search_list&query=python
Аналитик машинного обучения/ Data scientist (Machine learning),ПАО ТрансКонтейнер,"Москва, Маяковская",https://hh.ru/vacancy/47515127?from=vacancy_search_list&query=python
Аналитик данных,Домклик,"Москва, Кутузовская",https://hh.ru/vacancy/48487677?from=vacancy_search_list&query=python
Аналитик данных (Data analyst),"Лента, федеральная розничная сеть, Офис","Москва, Баррикадная ",https://hh.ru/vacancy/48806355?from=vacancy_search_list&query=python
Ведущий разработчик (Python+JavaScript)/ удалённо,"«РОСБАНК, Societe Generale Group»",Москва,https://hh.ru/vacancy/47381275?from=vacancy_search_list&query=python
QA Еngineer (Automation),Techno Diasoft,Москва,https://hh.ru/vacancy/48169559?from=vacancy_search_list&query=python
"Backend-разработчик (Go, Golang)",ЛАЙФСТРИМ,"Москва, Таганская",https://hh.ru/vacancy/48099133?from=vacancy_search_list&query=python
Программист встроенных систем Linux,Emcraft Systems,Москва,https://hh.ru/vacancy/48118337?from=vacancy_search_list&query=python
Аналитик - разработчик по анонимизации данных (Data Masking),ООО Грин Лайт Технолоджи,Москва,https://hh.ru/vacancy/47971135?from=vacancy_search_list&query=python
Математик/ Специалист по математическому моделированию/ Инженер-математик,SCORISTA,"Москва, Кутузовская ",https://hh.ru/vacancy/48539147?from=vacancy_search_list&query=python
Back-end Developer (Node/Java/Python),Сбер. IT,Москва,https://hh.ru/vacancy/46222999?from=vacancy_search_list&query=python
Senior QA Automation (Web) Engineer,"Hyprr, Inc",Москва,https://hh.ru/vacancy/48432880?from=vacancy_search_list&query=python
Python Back-end Developer (Senior/Middle+/Middle),ООО Портал непрерывного медицинского образования НМО.РУ,Москва,https://hh.ru/vacancy/48800430?from=vacancy_search_list&query=python
Backend разработчик,Lookfor.sale,Москва,https://hh.ru/vacancy/47309006?from=vacancy_search_list&query=python
Senior Data Scientist,Билайн,Москва,https://hh.ru/vacancy/48136307?from=vacancy_search_list&query=python
"Senior Software Engineer, Database Engineering (Cube Core)",Cube Dev,Москва,https://hh.ru/vacancy/46377490?from=vacancy_search_list&query=python
Data analyst / data engineer,Сбер. IT,"Москва, Кутузовская ",https://hh.ru/vacancy/48726148?from=vacancy_search_list&query=python
"Data Scientist (команда Машинного обучения, Почта)","VK, Почтовые сервисы","Москва, Аэропорт",https://hh.ru/vacancy/48771688?from=vacancy_search_list&query=python
Senior Data Analyst (ML),Qlean,"Москва, Савеловская",https://hh.ru/vacancy/48651814?from=vacancy_search_list&query=python
ML / AI Researcher,Институт Искусственного Интеллекта,Москва,https://hh.ru/vacancy/48104420?from=vacancy_search_list&query=python
Senior Python Developer (Tech lead),ООО Эвокарго,"Москва, Алексеевская",https://hh.ru/vacancy/47608994?from=vacancy_search_list&query=python
Python Tech lead,Team4You,Москва,https://hh.ru/vacancy/47773633?from=vacancy_search_list&query=python
Senior Data engineer,Мокка,"Москва, Тульская",https://hh.ru/vacancy/48751172?from=vacancy_search_list&query=python
QA Lead Autotester (Selenium + Python),STENN,Москва,https://hh.ru/vacancy/48253829?from=vacancy_search_list&query=python
Senior QA Engineer Python (remote) / инженер по автоматизации тестирования,CQG,Москва,https://hh.ru/vacancy/48380512?from=vacancy_search_list&query=python
Аналитик-разработчик / Data scientist (Middle/Senior),"Компания «СПОРТМАСТЕР», SM Lab","Москва, Аэропорт",https://hh.ru/vacancy/48252917?from=vacancy_search_list&query=python
Machine Learning Engineer,Институт Искусственного Интеллекта,Москва,https://hh.ru/vacancy/48627250?from=vacancy_search_list&query=python
Data Engineer,XWAY,Москва,https://hh.ru/vacancy/48709062?from=vacancy_search_list&query=python
Разработчик сетевого программного обеспечения (удаленно),StormWall™,Москва,https://hh.ru/vacancy/44789573?from=vacancy_search_list&query=python
QA Еngineer (Automation),Techno Diasoft,Москва,https://hh.ru/vacancy/48169559?from=vacancy_search_list&query=python
Аналитик данных,Bip.ru,"Москва, Бауманская",https://hh.ru/vacancy/48277000?from=vacancy_search_list&query=python
Lead Data scientist/Team Lead (Machine Learning),ПАО ТрансКонтейнер,"Москва, Маяковская",https://hh.ru/vacancy/48225817?from=vacancy_search_list&query=python
Data Engineer (Data Platform),Леруа Мерлен. Центральный офис,Москва,https://hh.ru/vacancy/48347158?from=vacancy_search_list&query=python
Data Engineer SberChat,Сбер. IT,Москва,https://hh.ru/vacancy/48396556?from=vacancy_search_list&query=python
Big Data Developer,ООО СКИФ-Проект,Москва,https://hh.ru/vacancy/47937531?from=vacancy_search_list&query=python
Backend-developer,Carely,Москва,https://hh.ru/vacancy/48710861?from=vacancy_search_list&query=python
Data Engineer,СберМаркетинг,Москва,https://hh.ru/vacancy/45245820?from=vacancy_search_list&query=python
DevOps engineer,NetworkOptix,"Москва, Бауманская ",https://hh.ru/vacancy/47175180?from=vacancy_search_list&query=python
Data Engineer,ООО КАЗАНЬЭКСПРЕСС,Москва,https://hh.ru/vacancy/48751714?from=vacancy_search_list&query=python
Аналитик BI (онлайн-школа),СИЛА В МЫСЛИ,Москва,https://hh.ru/vacancy/47997686?from=vacancy_search_list&query=python
Middle Data Scientist (SberWorks),Сбер. IT,"Москва, Тульская",https://hh.ru/vacancy/47090764?from=vacancy_search_list&query=python
Стажёр-инженер по тестированию (Подгруппа тестирования поиска и маркетинга мобильного приложения),Ozon Информационные технологии,"Москва, Деловой центр ",https://hh.ru/vacancy/48763449?from=vacancy_search_list&query=python
Разработчик алгоритмов оптимизации,ООО Гудфокаст,"Москва, Калужская",https://hh.ru/vacancy/47999751?from=vacancy_search_list&query=python
Разработчик торговых стратегий/алготрейдер,FORTA,Москва,https://hh.ru/vacancy/48432796?from=vacancy_search_list&query=python
Data engineer,EXANTE,Москва,https://hh.ru/vacancy/48723412?from=vacancy_search_list&query=python
Инженер программист (Golang),ООО ФАЙВДЖЕН,Москва,https://hh.ru/vacancy/48499259?from=vacancy_search_list&query=python
Data engineer,ООО Актион Технологии,Москва,https://hh.ru/vacancy/44980616?from=vacancy_search_list&query=python
Аналитик (Product & Data Analyst),Windy.App,Москва,https://hh.ru/vacancy/48149863?from=vacancy_search_list&query=python
Аналитик (Power BI),ООО АЙРО,Москва,https://hh.ru/vacancy/48297576?from=vacancy_search_list&query=python
Data/Analytics Engineer,OWOX,"Москва, Новокузнецкая",https://hh.ru/vacancy/48599369?from=vacancy_search_list&query=python
DataOps/Data Engineer,"Wargaming, Minsk (Game Stream)",Москва,https://hh.ru/vacancy/47759531?from=vacancy_search_list&query=python
Data Scientist,ФГБУ ЦСП ФМБА России,"Москва, Покровское ",https://hh.ru/vacancy/45570540?from=vacancy_search_list&query=python
QA Automation Engineer,SBI Bank,Москва,https://hh.ru/vacancy/48420994?from=vacancy_search_list&query=python
"DataOps Engineer (AWS, Data, Remote)",ООО ClearScale,Москва,https://hh.ru/vacancy/48709981?from=vacancy_search_list&query=python
Инженер по тестированию ПО / QA Engineer,NetworkOptix,"Москва, Бауманская ",https://hh.ru/vacancy/48148838?from=vacancy_search_list&query=python
Senior Data Scientist,Банки.ру,"Москва, Нахимовский проспект",https://hh.ru/vacancy/47760951?from=vacancy_search_list&query=python
Middle DevOps Engineer,Route4Me,Москва,https://hh.ru/vacancy/46375492?from=vacancy_search_list&query=python
Data Engineer SberChat,Сбер. IT,Москва,https://hh.ru/vacancy/48396556?from=vacancy_search_list&query=python
Devops инженер,ООО Открытая клиника,"Москва, Улица 1905 года",https://hh.ru/vacancy/47642607?from=vacancy_search_list&query=python
Intern Software Developer,Arkadium,Москва,https://hh.ru/vacancy/48744587?from=vacancy_search_list&query=python
Data Scientist,Spice Agency,Москва,https://hh.ru/vacancy/48715425?from=vacancy_search_list&query=python
"C# developer junior / middle (.net, full-stack / back-end)",Mindbox,"Москва, Белорусская ",https://hh.ru/vacancy/46828111?from=vacancy_search_list&query=python
Преподаватель онлайн Python / Java для школьников и студентов,ООО КОДЕМИКА,Москва,https://hh.ru/vacancy/48689657?from=vacancy_search_list&query=python
Data Scientist,red_mad_robot,Москва,https://hh.ru/vacancy/48701267?from=vacancy_search_list&query=python
Data Analyst (marketing),Borzo,Москва,https://hh.ru/vacancy/48758788?from=vacancy_search_list&query=python
Аналитик данных для образовательной онлайн платформы (Удаленно),ИП Хохлова Инна Валериевна,Москва,https://hh.ru/vacancy/48124510?from=vacancy_search_list&query=python
DevOps / MLOps Engineer (remote or relocate),Hunt For You,Москва,https://hh.ru/vacancy/48799453?from=vacancy_search_list&query=python
Тестировщик ПО \ QA Engineer,ООО Софт Компани,Москва,https://hh.ru/vacancy/44955338?from=vacancy_search_list&query=python
DevOps инженер,ООО Хронос,Москва,https://hh.ru/vacancy/48578986?from=vacancy_search_list&query=python
Data Engineer,Ozon Информационные технологии,"Москва, Выставочная ",https://hh.ru/vacancy/47456008?from=vacancy_search_list&query=python
Разработчик SQL,Компания ПЭК,"Москва, Рязанский проспект",https://hh.ru/vacancy/46441792?from=vacancy_search_list&query=python
Go (Golang) Backend Developer,evrone.ru,Москва,https://hh.ru/vacancy/48006979?from=vacancy_search_list&query=python
Аналитик Данных,ООО Инфотек,Москва,https://hh.ru/vacancy/48278599?from=vacancy_search_list&query=python
Стажер в направление риск-отчётности и валидации рисков,Национальный расчетный депозитарий,"Москва, Бауманская",https://hh.ru/vacancy/47107902?from=vacancy_search_list&query=python
Аналитик данных,ООО Фаззи Лоджик Лабс,"Москва, Серпуховская",https://hh.ru/vacancy/42218111?from=vacancy_search_list&query=python
C++ разработчик,Tevian (ООО Технологии видеоанализа),Москва,https://hh.ru/vacancy/45506274?from=vacancy_search_list&query=python
MLOps engineer (Data Platform),СберИгры,Москва,https://hh.ru/vacancy/48546111?from=vacancy_search_list&query=python
QA Automation Engineer,Russian Quantum Center,Москва,https://hh.ru/vacancy/48569514?from=vacancy_search_list&query=python
Data analyst,Алгоритмика,Москва,https://hh.ru/vacancy/48368091?from=vacancy_search_list&query=python
Team Lead Python/Go,GOST-group,Москва,https://hh.ru/vacancy/47468728?from=vacancy_search_list&query=python
Junior DevOps Engineer,АО Кросс технолоджис,"Москва, Динамо ",https://hh.ru/vacancy/48703828?from=vacancy_search_list&query=python
Разработчик Python / Инфраструктура,Ozon Информационные технологии,"Москва, Деловой центр ",https://hh.ru/vacancy/48678431?from=vacancy_search_list&query=python
Разработчик BigData / Развитие SmartData,Банк Хоум Кредит,"Москва, Белорусская",https://hh.ru/vacancy/48741194?from=vacancy_search_list&query=python
Аналитик данных,Открытые Технологии,"Москва, Серпуховская",https://hh.ru/vacancy/47794224?from=vacancy_search_list&query=python
Data Analyst в International,Skyeng,Москва,https://hh.ru/vacancy/48023354?from=vacancy_search_list&query=python
BackEnd Lead Python,СберЗвук,"Москва, Кутузовская ",https://hh.ru/vacancy/47187038?from=vacancy_search_list&query=python
Аналитик данных для образовательной онлайн платформы (Удаленно),ИП Хохлова Инна Валериевна,Москва,https://hh.ru/vacancy/48124510?from=vacancy_search_list&query=python
Senior Python Developer/Team Lead,ООО ЦИФРА,"Москва, Университет",https://hh.ru/vacancy/48813010?from=vacancy_search_list&query=python
Разработчик баз данных,СБЕР (ООО еАптека),Москва,https://hh.ru/vacancy/47892346?from=vacancy_search_list&query=python
Разработчик Power BI,Eneriss,Москва,https://hh.ru/vacancy/48457103?from=vacancy_search_list&query=python
Data Engineer (SBI),Сбер. IT,Москва,https://hh.ru/vacancy/48803440?from=vacancy_search_list&query=python
Senior С++ Developer,ДВ технологии,Москва,https://hh.ru/vacancy/41710317?from=vacancy_search_list&query=python
Разработчик программного обеспечения,ADXCEL,Москва,https://hh.ru/vacancy/48727804?from=vacancy_search_list&query=python
Аналитик направления цифрового маркетинга (BI\SQL\Python),HeadHunter:: IT,"Москва, Алексеевская",https://hh.ru/vacancy/48337321?from=vacancy_search_list&query=python
DevOps инженер (удаленно),РобоФинанс,Москва,https://hh.ru/vacancy/46588714?from=vacancy_search_list&query=python
Middle Data scientist,Сбер. IT,"Москва, Тульская",https://hh.ru/vacancy/48540272?from=vacancy_search_list&query=python
GoLang разработчик,ООО ЮНИМ,Москва,https://hh.ru/vacancy/48705524?from=vacancy_search_list&query=python
Devops инженер / Junior Devops,ООО Kameleoon,"Москва, Партизанская",https://hh.ru/vacancy/48563116?from=vacancy_search_list&query=python
Преподаватель по Data Science,ООО Онлайн-школа Фоксфорд,"Москва, Тульская",https://hh.ru/vacancy/47667494?from=vacancy_search_list&query=python
ML-инженер,АО ГНИВЦ,Москва,https://hh.ru/vacancy/48698990?from=vacancy_search_list&query=python
Full-stack developer,Carely,Москва,https://hh.ru/vacancy/48752982?from=vacancy_search_list&query=python
Senior Data Engineer,Домклик,Москва,https://hh.ru/vacancy/45811421?from=vacancy_search_list&query=python
Middle QA Engineer / Тестировщик,Level.Travel,"Москва, Бауманская ",https://hh.ru/vacancy/48637692?from=vacancy_search_list&query=python
Application Security Engineer,inDriver,"Москва, Белорусская",https://hh.ru/vacancy/47882567?from=vacancy_search_list&query=python
Junior DevOps,Business & Decision,Москва,https://hh.ru/vacancy/48186757?from=vacancy_search_list&query=python
Lead С++ Developer,ДВ технологии,Москва,https://hh.ru/vacancy/47829580?from=vacancy_search_list&query=python
Senior QA engineer (Automation),СИГМА,Москва,https://hh.ru/vacancy/47358973?from=vacancy_search_list&query=python
Data Analyst в International,Skyeng,Москва,https://hh.ru/vacancy/48023354?from=vacancy_search_list&query=python
Senior Backend Software Engineer,FUNCORP,Москва,https://hh.ru/vacancy/47109974?from=vacancy_search_list&query=python
Программист С++,Адалиск,"Москва, Ясенево",https://hh.ru/vacancy/37442366?from=vacancy_search_list&query=python
Разработчик (Machine Learning),Ай-Теко (I-Teco),"Москва, Академическая",https://hh.ru/vacancy/48173021?from=vacancy_search_list&query=python
Администратор Linux (Big Data),ООО СКИФ-Проект,Москва,https://hh.ru/vacancy/48063452?from=vacancy_search_list&query=python
Senior Java/Kotlin Developer (Remote),Inworld AI,Москва,https://hh.ru/vacancy/48199407?from=vacancy_search_list&query=python
Senior Data Analyst/ Старший аналитик данных,"Лента, федеральная розничная сеть, IT",Москва,https://hh.ru/vacancy/48111949?from=vacancy_search_list&query=python
DevOps Engineer / SRE,Wiley,Москва,https://hh.ru/vacancy/48695796?from=vacancy_search_list&query=python
Front-end Developer (Кипр),Helio Games,Москва,https://hh.ru/vacancy/47296971?from=vacancy_search_list&query=python
C++ developer,ООО СК «ДЕЛО ЖИЗНИ»,"Москва, Аэропорт",https://hh.ru/vacancy/48809597?from=vacancy_search_list&query=python
Data Science,"ГРЧЦ, ФГУП","Москва, Марьина Роща",https://hh.ru/vacancy/47912031?from=vacancy_search_list&query=python
Middle Data Scientist (SberWorks),Сбер. IT,"Москва, Тульская",https://hh.ru/vacancy/47090764?from=vacancy_search_list&query=python
Data Engineer,ГКУ Инфогород,Москва,https://hh.ru/vacancy/46467053?from=vacancy_search_list&query=python
Ведущий разработчик ПО в области облачных технологий,ООО Прогматик Лаб,"Москва, Белорусская ",https://hh.ru/vacancy/40588538?from=vacancy_search_list&query=python
Quantitative researcher,DataFork,Москва,https://hh.ru/vacancy/48241808?from=vacancy_search_list&query=python
Middle fullstack developer (Python+Vue.js),"«РОСБАНК, Societe Generale Group»",Москва,https://hh.ru/vacancy/48759305?from=vacancy_search_list&query=python
"Разработчик BI, Ozon.Travel",Ozon Информационные технологии,Москва,https://hh.ru/vacancy/46913871?from=vacancy_search_list&query=python
Data Engineer Центра риск-технологий (внедрение моделей),Банк Открытие,Москва,https://hh.ru/vacancy/47908952?from=vacancy_search_list&query=python
DevOps инженер,ООО Смарт-ком,"Москва, Нахимовский проспект",https://hh.ru/vacancy/48484904?from=vacancy_search_list&query=python
Аналитик данных / Data analyst (Yandex.Cloud),Яндекс,"Москва, Парк культуры",https://hh.ru/vacancy/48745345?from=vacancy_search_list&query=python
Программист-разработчик,ГБУ МО Мособлгеотрест,"Москва, Савеловская ",https://hh.ru/vacancy/48024658?from=vacancy_search_list&query=python
Distributed Systems Engineer,Cube Dev,Москва,https://hh.ru/vacancy/46377499?from=vacancy_search_list&query=python
Junior DevOps Engineer,АО Кросс технолоджис,"Москва, Динамо ",https://hh.ru/vacancy/48703828?from=vacancy_search_list&query=python
Devops (Kubernetes) удаленно,StormWall™,Москва,https://hh.ru/vacancy/48083206?from=vacancy_search_list&query=python
Аналитик данных,Росгосстрах,"Москва, Киевская ",https://hh.ru/vacancy/48700996?from=vacancy_search_list&query=python
Analyst BI,ООО Криптериум,"Москва, Верхние Котлы ",https://hh.ru/vacancy/45866152?from=vacancy_search_list&query=python
DevOps/ Системный администратор,AISA,"Москва, Кантемировская",https://hh.ru/vacancy/47852873?from=vacancy_search_list&query=python
"Senior Software Developer C++/Python (relocation to Estonia, Tallinn)",Parallels,"Москва, Свиблово",https://hh.ru/vacancy/44689401?from=vacancy_search_list&query=python
Аналитик Данных,ООО Инфотек,Москва,https://hh.ru/vacancy/48278599?from=vacancy_search_list&query=python
AI researcher,Институт Искусственного Интеллекта,Москва,https://hh.ru/vacancy/48321760?from=vacancy_search_list&query=python
Стажер-разработчик БД,ЛАНИТ. Департамент корпоративных систем,Москва,https://hh.ru/vacancy/47903866?from=vacancy_search_list&query=python
Middle / Senior QA engineer (Тестировщик),ООО Айтаргет,"Москва, Тульская",https://hh.ru/vacancy/48436832?from=vacancy_search_list&query=python
"Data Scientist, Поиск / Анализ спроса",Ozon Информационные технологии,"Москва, Деловой центр ",https://hh.ru/vacancy/44177733?from=vacancy_search_list&query=python
Разработчик С++ в Яндекс.Пробки,Яндекс,"Москва, Павелецкая ",https://hh.ru/vacancy/48532698?from=vacancy_search_list&query=python
Аналитик данных,Открытые Технологии,"Москва, Серпуховская",https://hh.ru/vacancy/47794224?from=vacancy_search_list&query=python
"Software Development Engineer (Mid/Senior, Java, Remote)",Ennabl Inc,Москва,https://hh.ru/vacancy/48225393?from=vacancy_search_list&query=python
"Data scientist, Собственные продажи",Ozon Информационные технологии,"Москва, Выставочная ",https://hh.ru/vacancy/48711553?from=vacancy_search_list&query=python
Data Analyst (Недвижимость),MGCOM,"Москва, Цветной бульвар",https://hh.ru/vacancy/47723174?from=vacancy_search_list&query=python
Специалист по информационной безопасности приложений (appsec),VK Pay,Москва,https://hh.ru/vacancy/48100741?from=vacancy_search_list&query=python
Программист С#/С++,Адалиск,"Москва, Ясенево",https://hh.ru/vacancy/47560669?from=vacancy_search_list&query=python
Дата аналитик,Билайн,Москва,https://hh.ru/vacancy/48518085?from=vacancy_search_list&query=python
Продуктовый аналитик,L’etoile Digital,"Москва, Нахимовский проспект",https://hh.ru/vacancy/48800142?from=vacancy_search_list&query=python
Middle - Senior DWH Analyst/Engineer,BelkaCar,Москва,https://hh.ru/vacancy/48770752?from=vacancy_search_list&query=python
Аналитик/разработчик SQL,ООО РАБЛЗ,Москва,https://hh.ru/vacancy/48766453?from=vacancy_search_list&query=python
Программист-разработчик на С++(удаленно),ООО Баум-Информ,"Москва, Бауманская",https://hh.ru/vacancy/48110835?from=vacancy_search_list&query=python
DevOps (Девопс) инженер,XYZ school,Москва,https://hh.ru/vacancy/48190039?from=vacancy_search_list&query=python
Системный администратор Linux / Devops (remote),Храмцова Полина,Москва,https://hh.ru/vacancy/47928791?from=vacancy_search_list&query=python
Senior/Middle ML Engineer,Schaffhausen Institute of Technology,Москва,https://hh.ru/vacancy/48301512?from=vacancy_search_list&query=python
SRE Engineer (Data),Леруа Мерлен. Центральный офис,Москва,https://hh.ru/vacancy/48346899?from=vacancy_search_list&query=python
ML Engineer,"Wargaming, Moscow",Москва,https://hh.ru/vacancy/47582844?from=vacancy_search_list&query=python
DevOps/Системный администратор,ООО ИИТ,"Москва, Комсомольская ",https://hh.ru/vacancy/48801006?from=vacancy_search_list&query=python
Senior Frontend developer продукт видеоаналитики (MTS AI),"ПАО «МТС», IT","Москва, Технопарк",https://hh.ru/vacancy/48342009?from=vacancy_search_list&query=python
Data Science Team Lead,Билайн,Москва,https://hh.ru/vacancy/46617963?from=vacancy_search_list&query=python
DevOps engineer,ООО InStat,Москва,https://hh.ru/vacancy/48661224?from=vacancy_search_list&query=python
ML/RL Engineer,"Wargaming, Moscow",Москва,https://hh.ru/vacancy/48301399?from=vacancy_search_list&query=python
Аналитик данных,YCLIENTS LLC,"Москва, Достоевская ",https://hh.ru/vacancy/47285055?from=vacancy_search_list&query=python
DevOps engineer,GamesBoost42,Москва,https://hh.ru/vacancy/48447227?from=vacancy_search_list&query=python
CRM (Data) Analyst,АО РН Банк,Москва,https://hh.ru/vacancy/48157514?from=vacancy_search_list&query=python
DevOps,ООО Научно-Производственное Объединение Интеллектуальные Технические Системы,Москва,https://hh.ru/vacancy/48316323?from=vacancy_search_list&query=python
Системный аналитик (Big Data),Банк Хоум Кредит,"Москва, Белорусская",https://hh.ru/vacancy/48796663?from=vacancy_search_list&query=python
Full-stack разработчик (back-end node.js),Ключевская Наталья Владимировна,Москва,https://hh.ru/vacancy/48434225?from=vacancy_search_list&query=python
Debian fork developer,ООО Арго Технолоджи Ист,Москва,https://hh.ru/vacancy/46679404?from=vacancy_search_list&query=python
AI researcher,Институт Искусственного Интеллекта,Москва,https://hh.ru/vacancy/48321760?from=vacancy_search_list&query=python
Senior data engineer,Деметра-Холдинг,"Москва, Выставочная",https://hh.ru/vacancy/48787498?from=vacancy_search_list&query=python
QA engineer (начальный уровень),ООО Максконсалт,Москва,https://hh.ru/vacancy/48443034?from=vacancy_search_list&query=python
Разработчик баз данных ETL/SQL,Лига Цифровой Экономики,Москва,https://hh.ru/vacancy/45557956?from=vacancy_search_list&query=python
Senior DS,"Лента, федеральная розничная сеть, IT",Москва,https://hh.ru/vacancy/48814954?from=vacancy_search_list&query=python
Тестировщик ПО / QA Engineer,"Bright Pattern, Inc","Москва, Маяковская ",https://hh.ru/vacancy/47775842?from=vacancy_search_list&query=python
Data Analyst,DiDi,Москва,https://hh.ru/vacancy/46954098?from=vacancy_search_list&query=python
QA Engineer Senior/Middle (удаленно),Ailet,Москва,https://hh.ru/vacancy/48077787?from=vacancy_search_list&query=python
ML/RL Engineer,"Wargaming, Moscow",Москва,https://hh.ru/vacancy/48301399?from=vacancy_search_list&query=python
Системный администратор Linux / DevOps engineer,ООО ОНЭЛИЯ,"Москва, Аэропорт ",https://hh.ru/vacancy/48204654?from=vacancy_search_list&query=python
Аналитик данных (FinTech),Авито: аналитика,"Москва, Белорусская",https://hh.ru/vacancy/48790737?from=vacancy_search_list&query=python
OLAP разработчик-аналитик,ПартКом,Москва,https://hh.ru/vacancy/46267784?from=vacancy_search_list&query=python
Программист - тестировщик СПО,АО МЦСТ,"Москва, Ленинский проспект",https://hh.ru/vacancy/48438449?from=vacancy_search_list&query=python
DevOps Engineer (Middle/Senior),Студия Кефир,Москва,https://hh.ru/vacancy/44354103?from=vacancy_search_list&query=python
DevOps/ Системный администратор,AISA,"Москва, Кантемировская",https://hh.ru/vacancy/47852873?from=vacancy_search_list&query=python
QA Automation Engineer,G-Core Labs,Москва,https://hh.ru/vacancy/44045931?from=vacancy_search_list&query=python
Программист-Исследователь (R&D),Photo Lab,"Москва, Пушкинская ",https://hh.ru/vacancy/48726340?from=vacancy_search_list&query=python
Data Analyst,AliExpress Россия,Москва,https://hh.ru/vacancy/46227775?from=vacancy_search_list&query=python
Старший разработчик С++,ООО ВК ИТС,"Москва, Зорге ",https://hh.ru/vacancy/48622357?from=vacancy_search_list&query=python
AWS DevOps Engineer,ООО Карренси Ком Бел,Москва,https://hh.ru/vacancy/47945919?from=vacancy_search_list&query=python
Junior Game Analyst,NEXTRP,"Москва, Деловой центр",https://hh.ru/vacancy/48809730?from=vacancy_search_list&query=python
Инженер данных,Открытые Технологии,"Москва, Серпуховская",https://hh.ru/vacancy/44920115?from=vacancy_search_list&query=python
Администратор приложения/ DevOps инженер,Билайн,Москва,https://hh.ru/vacancy/48159874?from=vacancy_search_list&query=python
Ведущий инженер-программист (математик),Topcon,Москва,https://hh.ru/vacancy/46318089?from=vacancy_search_list&query=python
Системный администратор Linux / Devops (remote),Храмцова Полина,Москва,https://hh.ru/vacancy/47928791?from=vacancy_search_list&query=python
Инженер-программист,ПАО ИНЭУМ им. И.С. Брука,"Москва, Речной вокзал",https://hh.ru/vacancy/48208446?from=vacancy_search_list&query=python
C++ Developer (Mystery Manor),Game Insight,Москва,https://hh.ru/vacancy/48805662?from=vacancy_search_list&query=python
Application Developer (Linux)/разработчик прикладных решений (Linux),ООО ВедаПроект,"Москва, Бауманская ",https://hh.ru/vacancy/48441067?from=vacancy_search_list&query=python
DevOps/Ведущий системный администратор,ООО Препейд Солюшенс,"Москва, Молодежная",https://hh.ru/vacancy/48726171?from=vacancy_search_list&query=python
Аналитик,Страховая Компания Allianz,"Москва, Павелецкая",https://hh.ru/vacancy/46983575?from=vacancy_search_list&query=python
Manual QA Engineer (remote),evrone.ru,Москва,https://hh.ru/vacancy/48739601?from=vacancy_search_list&query=python
Back-end developer,КБ Стрелка,Москва,https://hh.ru/vacancy/48698280?from=vacancy_search_list&query=python
Security engineer,Plesk,Москва,https://hh.ru/vacancy/45684011?from=vacancy_search_list&query=python
