Title,Company,Salary,Location,Link
Junior Data Engineer,Westwing.ru,666,Москва,https://hh.ru/vacancy/48371178?from=vacancy_search_list&query=python
Data scientist,Hyper AdTech,666,"Москва, Улица 1905 года",https://hh.ru/vacancy/47936808?from=vacancy_search_list&query=python
Ведущий разработчик back-end / разработчик (Python),"DataLine, Компания",666,"Москва, Авиамоторная ",https://hh.ru/vacancy/48405626?from=vacancy_search_list&query=python
Python Full Stack Developer (FrontEnd),GRI,666,"Москва, Мякинино ",https://hh.ru/vacancy/48571444?from=vacancy_search_list&query=python
"Python (Django, DRF) backend программист",ООО БК Олимп,666,"Москва, Волгоградский проспект",https://hh.ru/vacancy/48303853?from=vacancy_search_list&query=python
Data analyst / Аналитик Данных,DataFork,666,Москва,https://hh.ru/vacancy/48257128?from=vacancy_search_list&query=python
Backend разработчик Python (Django) новой системы управления,ООО Т8,666,Москва,https://hh.ru/vacancy/47186456?from=vacancy_search_list&query=python
Go/Python Developer (middle/senior),GOST-group,666,"Москва, Красносельская",https://hh.ru/vacancy/48795622?from=vacancy_search_list&query=python
Middle Python Developer (API),Picsart,666,Москва,https://hh.ru/vacancy/48803127?from=vacancy_search_list&query=python
Инженер-разработчик (программист Python),ООО Парус электро,666,"Москва, Царицыно",https://hh.ru/vacancy/46447886?from=vacancy_search_list&query=python
Техлид веб-разработки (Python/Django Fullstack),Russian Quantum Center,666,Москва,https://hh.ru/vacancy/48182369?from=vacancy_search_list&query=python
Senior data scientist,Доценко Дарья,666,Москва,https://hh.ru/vacancy/48218021?from=vacancy_search_list&query=python
С++ Software Engineer,Gara.capital,666,Москва,https://hh.ru/vacancy/48812426?from=vacancy_search_list&query=python
Data Analyst,Novakid Inc,666,Москва,https://hh.ru/vacancy/48775587?from=vacancy_search_list&query=python
"Ведущий разработчик (Full stack, Team lead)",ООО Фортес ПРО,666,"Москва, Бауманская ",https://hh.ru/vacancy/47640922?from=vacancy_search_list&query=python
Инженер по автоматизации тестирования (Python),Positive Technologies,666,Москва,https://hh.ru/vacancy/44427755?from=vacancy_search_list&query=python
Middle Data Scientist,ЗАО Группа компаний С7,666,Москва,https://hh.ru/vacancy/48797207?from=vacancy_search_list&query=python
"Аналитик данных (Python, SQL)",СберЛизинг,666,"Москва, Кутузовская ",https://hh.ru/vacancy/48748811?from=vacancy_search_list&query=python
Middle data engineer/ Аналитик,LuckyOnline,666,Москва,https://hh.ru/vacancy/48791374?from=vacancy_search_list&query=python
Senior data engineer,EXE.CTLY,666,Москва,https://hh.ru/vacancy/48764027?from=vacancy_search_list&query=python
Data Scientist  / Разработчик математических алгоритмов и методик диагностирования,ООО ВиКонт,666,"Москва, Коломенская",https://hh.ru/vacancy/48435453?from=vacancy_search_list&query=python
Data scientist,М.Видео-Эльдорадо. ИТ,666,"Москва, Бауманская ",https://hh.ru/vacancy/48794888?from=vacancy_search_list&query=python
Junior Data-аналитик / Аналитик данных / Data Analyst,Ужин Дома,666,"Москва, Нижегородская ",https://hh.ru/vacancy/48236458?from=vacancy_search_list&query=python
Senior Software Engineer,Top Remote Talent,666,Москва,https://hh.ru/vacancy/48635471?from=vacancy_search_list&query=python
Data scientist,Hoff,666,Москва,https://hh.ru/vacancy/48816726?from=vacancy_search_list&query=python
DevOps-инженер,ООО Максконсалт,666,Москва,https://hh.ru/vacancy/48440263?from=vacancy_search_list&query=python
Back-end Developer (Кипр),Helio Games,666,Москва,https://hh.ru/vacancy/47296956?from=vacancy_search_list&query=python
Senior разработчик компьютерного зрения со знанием Python/с++,ООО КСОР,666,Москва,https://hh.ru/vacancy/47654480?from=vacancy_search_list&query=python
Data Engineer,ГК АСНА,666,"Москва, Ботанический сад",https://hh.ru/vacancy/45396149?from=vacancy_search_list&query=python
Аналитик машинного обучения/ Data scientist (Machine learning),ПАО ТрансКонтейнер,666,"Москва, Маяковская",https://hh.ru/vacancy/47515127?from=vacancy_search_list&query=python
Аналитик данных,Домклик,666,"Москва, Кутузовская",https://hh.ru/vacancy/48487677?from=vacancy_search_list&query=python
Аналитик данных (Data analyst),"Лента, федеральная розничная сеть, Офис",666,"Москва, Баррикадная ",https://hh.ru/vacancy/48806355?from=vacancy_search_list&query=python
Ведущий разработчик (Python+JavaScript)/ удалённо,"«РОСБАНК, Societe Generale Group»",666,Москва,https://hh.ru/vacancy/47381275?from=vacancy_search_list&query=python
QA Еngineer (Automation),Techno Diasoft,666,Москва,https://hh.ru/vacancy/48169559?from=vacancy_search_list&query=python
"Backend-разработчик (Go, Golang)",ЛАЙФСТРИМ,666,"Москва, Таганская",https://hh.ru/vacancy/48099133?from=vacancy_search_list&query=python
Программист встроенных систем Linux,Emcraft Systems,666,Москва,https://hh.ru/vacancy/48118337?from=vacancy_search_list&query=python
Аналитик - разработчик по анонимизации данных (Data Masking),ООО Грин Лайт Технолоджи,666,Москва,https://hh.ru/vacancy/47971135?from=vacancy_search_list&query=python
Математик/ Специалист по математическому моделированию/ Инженер-математик,SCORISTA,666,"Москва, Кутузовская ",https://hh.ru/vacancy/48539147?from=vacancy_search_list&query=python
Back-end Developer (Node/Java/Python),Сбер. IT,666,Москва,https://hh.ru/vacancy/46222999?from=vacancy_search_list&query=python
Senior QA Automation (Web) Engineer,"Hyprr, Inc",666,Москва,https://hh.ru/vacancy/48432880?from=vacancy_search_list&query=python
Python Back-end Developer (Senior/Middle+/Middle),ООО Портал непрерывного медицинского образования НМО.РУ,666,Москва,https://hh.ru/vacancy/48800430?from=vacancy_search_list&query=python
Backend разработчик,Lookfor.sale,666,Москва,https://hh.ru/vacancy/47309006?from=vacancy_search_list&query=python
Senior Data Scientist,Билайн,666,Москва,https://hh.ru/vacancy/48136307?from=vacancy_search_list&query=python
"Senior Software Engineer, Database Engineering (Cube Core)",Cube Dev,666,Москва,https://hh.ru/vacancy/46377490?from=vacancy_search_list&query=python
Data analyst / data engineer,Сбер. IT,666,"Москва, Кутузовская ",https://hh.ru/vacancy/48726148?from=vacancy_search_list&query=python
"Data Scientist (команда Машинного обучения, Почта)","VK, Почтовые сервисы",666,"Москва, Аэропорт",https://hh.ru/vacancy/48771688?from=vacancy_search_list&query=python
Senior Data Analyst (ML),Qlean,666,"Москва, Савеловская",https://hh.ru/vacancy/48651814?from=vacancy_search_list&query=python
ML / AI Researcher,Институт Искусственного Интеллекта,666,Москва,https://hh.ru/vacancy/48104420?from=vacancy_search_list&query=python
Senior Python Developer (Tech lead),ООО Эвокарго,666,"Москва, Алексеевская",https://hh.ru/vacancy/47608994?from=vacancy_search_list&query=python
Python Tech lead,Team4You,666,Москва,https://hh.ru/vacancy/47773633?from=vacancy_search_list&query=python
Senior Data engineer,Мокка,666,"Москва, Тульская",https://hh.ru/vacancy/48751172?from=vacancy_search_list&query=python
QA Lead Autotester (Selenium + Python),STENN,666,Москва,https://hh.ru/vacancy/48253829?from=vacancy_search_list&query=python
Senior QA Engineer Python (remote) / инженер по автоматизации тестирования,CQG,666,Москва,https://hh.ru/vacancy/48380512?from=vacancy_search_list&query=python
Аналитик-разработчик / Data scientist (Middle/Senior),"Компания «СПОРТМАСТЕР», SM Lab",666,"Москва, Аэропорт",https://hh.ru/vacancy/48252917?from=vacancy_search_list&query=python
Machine Learning Engineer,Институт Искусственного Интеллекта,666,Москва,https://hh.ru/vacancy/48627250?from=vacancy_search_list&query=python
Data Engineer,XWAY,666,Москва,https://hh.ru/vacancy/48709062?from=vacancy_search_list&query=python
Разработчик сетевого программного обеспечения (удаленно),StormWall™,666,Москва,https://hh.ru/vacancy/44789573?from=vacancy_search_list&query=python
QA Еngineer (Automation),Techno Diasoft,666,Москва,https://hh.ru/vacancy/48169559?from=vacancy_search_list&query=python
Аналитик данных,Bip.ru,666,"Москва, Бауманская",https://hh.ru/vacancy/48277000?from=vacancy_search_list&query=python
Lead Data scientist/Team Lead (Machine Learning),ПАО ТрансКонтейнер,666,"Москва, Маяковская",https://hh.ru/vacancy/48225817?from=vacancy_search_list&query=python
Data Engineer (Data Platform),Леруа Мерлен. Центральный офис,666,Москва,https://hh.ru/vacancy/48347158?from=vacancy_search_list&query=python
Data Engineer SberChat,Сбер. IT,666,Москва,https://hh.ru/vacancy/48396556?from=vacancy_search_list&query=python
Big Data Developer,ООО СКИФ-Проект,666,Москва,https://hh.ru/vacancy/47937531?from=vacancy_search_list&query=python
Backend-developer,Carely,666,Москва,https://hh.ru/vacancy/48710861?from=vacancy_search_list&query=python
Data Engineer,СберМаркетинг,666,Москва,https://hh.ru/vacancy/45245820?from=vacancy_search_list&query=python
DevOps engineer,NetworkOptix,666,"Москва, Бауманская ",https://hh.ru/vacancy/47175180?from=vacancy_search_list&query=python
Data Engineer,ООО КАЗАНЬЭКСПРЕСС,666,Москва,https://hh.ru/vacancy/48751714?from=vacancy_search_list&query=python
Аналитик BI (онлайн-школа),СИЛА В МЫСЛИ,666,Москва,https://hh.ru/vacancy/47997686?from=vacancy_search_list&query=python
Middle Data Scientist (SberWorks),Сбер. IT,666,"Москва, Тульская",https://hh.ru/vacancy/47090764?from=vacancy_search_list&query=python
Стажёр-инженер по тестированию (Подгруппа тестирования поиска и маркетинга мобильного приложения),Ozon Информационные технологии,666,"Москва, Деловой центр ",https://hh.ru/vacancy/48763449?from=vacancy_search_list&query=python
Разработчик алгоритмов оптимизации,ООО Гудфокаст,666,"Москва, Калужская",https://hh.ru/vacancy/47999751?from=vacancy_search_list&query=python
Разработчик торговых стратегий/алготрейдер,FORTA,666,Москва,https://hh.ru/vacancy/48432796?from=vacancy_search_list&query=python
Data engineer,EXANTE,666,Москва,https://hh.ru/vacancy/48723412?from=vacancy_search_list&query=python
Инженер программист (Golang),ООО ФАЙВДЖЕН,666,Москва,https://hh.ru/vacancy/48499259?from=vacancy_search_list&query=python
Data engineer,ООО Актион Технологии,666,Москва,https://hh.ru/vacancy/44980616?from=vacancy_search_list&query=python
Аналитик (Product & Data Analyst),Windy.App,666,Москва,https://hh.ru/vacancy/48149863?from=vacancy_search_list&query=python
Аналитик (Power BI),ООО АЙРО,666,Москва,https://hh.ru/vacancy/48297576?from=vacancy_search_list&query=python
Data/Analytics Engineer,OWOX,666,"Москва, Новокузнецкая",https://hh.ru/vacancy/48599369?from=vacancy_search_list&query=python
DataOps/Data Engineer,"Wargaming, Minsk (Game Stream)",666,Москва,https://hh.ru/vacancy/47759531?from=vacancy_search_list&query=python
Data Scientist,ФГБУ ЦСП ФМБА России,666,"Москва, Покровское ",https://hh.ru/vacancy/45570540?from=vacancy_search_list&query=python
QA Automation Engineer,SBI Bank,666,Москва,https://hh.ru/vacancy/48420994?from=vacancy_search_list&query=python
"DataOps Engineer (AWS, Data, Remote)",ООО ClearScale,666,Москва,https://hh.ru/vacancy/48709981?from=vacancy_search_list&query=python
Инженер по тестированию ПО / QA Engineer,NetworkOptix,666,"Москва, Бауманская ",https://hh.ru/vacancy/48148838?from=vacancy_search_list&query=python
Senior Data Scientist,Банки.ру,666,"Москва, Нахимовский проспект",https://hh.ru/vacancy/47760951?from=vacancy_search_list&query=python
Middle DevOps Engineer,Route4Me,666,Москва,https://hh.ru/vacancy/46375492?from=vacancy_search_list&query=python
Data Engineer SberChat,Сбер. IT,666,Москва,https://hh.ru/vacancy/48396556?from=vacancy_search_list&query=python
Devops инженер,ООО Открытая клиника,666,"Москва, Улица 1905 года",https://hh.ru/vacancy/47642607?from=vacancy_search_list&query=python
Intern Software Developer,Arkadium,666,Москва,https://hh.ru/vacancy/48744587?from=vacancy_search_list&query=python
Data Scientist,Spice Agency,666,Москва,https://hh.ru/vacancy/48715425?from=vacancy_search_list&query=python
"C# developer junior / middle (.net, full-stack / back-end)",Mindbox,666,"Москва, Белорусская ",https://hh.ru/vacancy/46828111?from=vacancy_search_list&query=python
Преподаватель онлайн Python / Java для школьников и студентов,ООО КОДЕМИКА,666,Москва,https://hh.ru/vacancy/48689657?from=vacancy_search_list&query=python
Data Scientist,red_mad_robot,666,Москва,https://hh.ru/vacancy/48701267?from=vacancy_search_list&query=python
Data Analyst (marketing),Borzo,666,Москва,https://hh.ru/vacancy/48758788?from=vacancy_search_list&query=python
Аналитик данных для образовательной онлайн платформы (Удаленно),ИП Хохлова Инна Валериевна,666,Москва,https://hh.ru/vacancy/48124510?from=vacancy_search_list&query=python
DevOps / MLOps Engineer (remote or relocate),Hunt For You,666,Москва,https://hh.ru/vacancy/48799453?from=vacancy_search_list&query=python
Тестировщик ПО \ QA Engineer,ООО Софт Компани,666,Москва,https://hh.ru/vacancy/44955338?from=vacancy_search_list&query=python
DevOps инженер,ООО Хронос,666,Москва,https://hh.ru/vacancy/48578986?from=vacancy_search_list&query=python
Data Engineer,Ozon Информационные технологии,666,"Москва, Выставочная ",https://hh.ru/vacancy/47456008?from=vacancy_search_list&query=python
Разработчик SQL,Компания ПЭК,666,"Москва, Рязанский проспект",https://hh.ru/vacancy/46441792?from=vacancy_search_list&query=python
Go (Golang) Backend Developer,evrone.ru,666,Москва,https://hh.ru/vacancy/48006979?from=vacancy_search_list&query=python
Аналитик Данных,ООО Инфотек,666,Москва,https://hh.ru/vacancy/48278599?from=vacancy_search_list&query=python
Стажер в направление риск-отчётности и валидации рисков,Национальный расчетный депозитарий,666,"Москва, Бауманская",https://hh.ru/vacancy/47107902?from=vacancy_search_list&query=python
Аналитик данных,ООО Фаззи Лоджик Лабс,666,"Москва, Серпуховская",https://hh.ru/vacancy/42218111?from=vacancy_search_list&query=python
C++ разработчик,Tevian (ООО Технологии видеоанализа),666,Москва,https://hh.ru/vacancy/45506274?from=vacancy_search_list&query=python
MLOps engineer (Data Platform),СберИгры,666,Москва,https://hh.ru/vacancy/48546111?from=vacancy_search_list&query=python
QA Automation Engineer,Russian Quantum Center,666,Москва,https://hh.ru/vacancy/48569514?from=vacancy_search_list&query=python
Data analyst,Алгоритмика,666,Москва,https://hh.ru/vacancy/48368091?from=vacancy_search_list&query=python
Team Lead Python/Go,GOST-group,666,Москва,https://hh.ru/vacancy/47468728?from=vacancy_search_list&query=python
Junior DevOps Engineer,АО Кросс технолоджис,666,"Москва, Динамо ",https://hh.ru/vacancy/48703828?from=vacancy_search_list&query=python
Разработчик Python / Инфраструктура,Ozon Информационные технологии,666,"Москва, Деловой центр ",https://hh.ru/vacancy/48678431?from=vacancy_search_list&query=python
Разработчик BigData / Развитие SmartData,Банк Хоум Кредит,666,"Москва, Белорусская",https://hh.ru/vacancy/48741194?from=vacancy_search_list&query=python
Аналитик данных,Открытые Технологии,666,"Москва, Серпуховская",https://hh.ru/vacancy/47794224?from=vacancy_search_list&query=python
Data Analyst в International,Skyeng,666,Москва,https://hh.ru/vacancy/48023354?from=vacancy_search_list&query=python
BackEnd Lead Python,СберЗвук,666,"Москва, Кутузовская ",https://hh.ru/vacancy/47187038?from=vacancy_search_list&query=python
Аналитик данных для образовательной онлайн платформы (Удаленно),ИП Хохлова Инна Валериевна,666,Москва,https://hh.ru/vacancy/48124510?from=vacancy_search_list&query=python
Senior Python Developer/Team Lead,ООО ЦИФРА,666,"Москва, Университет",https://hh.ru/vacancy/48813010?from=vacancy_search_list&query=python
Разработчик баз данных,СБЕР (ООО еАптека),666,Москва,https://hh.ru/vacancy/47892346?from=vacancy_search_list&query=python
Разработчик Power BI,Eneriss,666,Москва,https://hh.ru/vacancy/48457103?from=vacancy_search_list&query=python
Data Engineer (SBI),Сбер. IT,666,Москва,https://hh.ru/vacancy/48803440?from=vacancy_search_list&query=python
Senior С++ Developer,ДВ технологии,666,Москва,https://hh.ru/vacancy/41710317?from=vacancy_search_list&query=python
Разработчик программного обеспечения,ADXCEL,666,Москва,https://hh.ru/vacancy/48727804?from=vacancy_search_list&query=python
Аналитик направления цифрового маркетинга (BI\SQL\Python),HeadHunter:: IT,666,"Москва, Алексеевская",https://hh.ru/vacancy/48337321?from=vacancy_search_list&query=python
DevOps инженер (удаленно),РобоФинанс,666,Москва,https://hh.ru/vacancy/46588714?from=vacancy_search_list&query=python
Middle Data scientist,Сбер. IT,666,"Москва, Тульская",https://hh.ru/vacancy/48540272?from=vacancy_search_list&query=python
GoLang разработчик,ООО ЮНИМ,666,Москва,https://hh.ru/vacancy/48705524?from=vacancy_search_list&query=python
Devops инженер / Junior Devops,ООО Kameleoon,666,"Москва, Партизанская",https://hh.ru/vacancy/48563116?from=vacancy_search_list&query=python
Преподаватель по Data Science,ООО Онлайн-школа Фоксфорд,666,"Москва, Тульская",https://hh.ru/vacancy/47667494?from=vacancy_search_list&query=python
ML-инженер,АО ГНИВЦ,666,Москва,https://hh.ru/vacancy/48698990?from=vacancy_search_list&query=python
Full-stack developer,Carely,666,Москва,https://hh.ru/vacancy/48752982?from=vacancy_search_list&query=python
Senior Data Engineer,Домклик,666,Москва,https://hh.ru/vacancy/45811421?from=vacancy_search_list&query=python
Middle QA Engineer / Тестировщик,Level.Travel,666,"Москва, Бауманская ",https://hh.ru/vacancy/48637692?from=vacancy_search_list&query=python
Application Security Engineer,inDriver,666,"Москва, Белорусская",https://hh.ru/vacancy/47882567?from=vacancy_search_list&query=python
Junior DevOps,Business & Decision,666,Москва,https://hh.ru/vacancy/48186757?from=vacancy_search_list&query=python
Lead С++ Developer,ДВ технологии,666,Москва,https://hh.ru/vacancy/47829580?from=vacancy_search_list&query=python
Senior QA engineer (Automation),СИГМА,666,Москва,https://hh.ru/vacancy/47358973?from=vacancy_search_list&query=python
Data Analyst в International,Skyeng,666,Москва,https://hh.ru/vacancy/48023354?from=vacancy_search_list&query=python
Senior Backend Software Engineer,FUNCORP,666,Москва,https://hh.ru/vacancy/47109974?from=vacancy_search_list&query=python
Программист С++,Адалиск,666,"Москва, Ясенево",https://hh.ru/vacancy/37442366?from=vacancy_search_list&query=python
Разработчик (Machine Learning),Ай-Теко (I-Teco),666,"Москва, Академическая",https://hh.ru/vacancy/48173021?from=vacancy_search_list&query=python
Администратор Linux (Big Data),ООО СКИФ-Проект,666,Москва,https://hh.ru/vacancy/48063452?from=vacancy_search_list&query=python
Senior Java/Kotlin Developer (Remote),Inworld AI,666,Москва,https://hh.ru/vacancy/48199407?from=vacancy_search_list&query=python
Senior Data Analyst/ Старший аналитик данных,"Лента, федеральная розничная сеть, IT",666,Москва,https://hh.ru/vacancy/48111949?from=vacancy_search_list&query=python
DevOps Engineer / SRE,Wiley,666,Москва,https://hh.ru/vacancy/48695796?from=vacancy_search_list&query=python
Front-end Developer (Кипр),Helio Games,666,Москва,https://hh.ru/vacancy/47296971?from=vacancy_search_list&query=python
C++ developer,ООО СК «ДЕЛО ЖИЗНИ»,666,"Москва, Аэропорт",https://hh.ru/vacancy/48809597?from=vacancy_search_list&query=python
Data Science,"ГРЧЦ, ФГУП",666,"Москва, Марьина Роща",https://hh.ru/vacancy/47912031?from=vacancy_search_list&query=python
Middle Data Scientist (SberWorks),Сбер. IT,666,"Москва, Тульская",https://hh.ru/vacancy/47090764?from=vacancy_search_list&query=python
Data Engineer,ГКУ Инфогород,666,Москва,https://hh.ru/vacancy/46467053?from=vacancy_search_list&query=python
Ведущий разработчик ПО в области облачных технологий,ООО Прогматик Лаб,666,"Москва, Белорусская ",https://hh.ru/vacancy/40588538?from=vacancy_search_list&query=python
Quantitative researcher,DataFork,666,Москва,https://hh.ru/vacancy/48241808?from=vacancy_search_list&query=python
Middle fullstack developer (Python+Vue.js),"«РОСБАНК, Societe Generale Group»",666,Москва,https://hh.ru/vacancy/48759305?from=vacancy_search_list&query=python
"Разработчик BI, Ozon.Travel",Ozon Информационные технологии,666,Москва,https://hh.ru/vacancy/46913871?from=vacancy_search_list&query=python
Data Engineer Центра риск-технологий (внедрение моделей),Банк Открытие,666,Москва,https://hh.ru/vacancy/47908952?from=vacancy_search_list&query=python
DevOps инженер,ООО Смарт-ком,666,"Москва, Нахимовский проспект",https://hh.ru/vacancy/48484904?from=vacancy_search_list&query=python
Аналитик данных / Data analyst (Yandex.Cloud),Яндекс,666,"Москва, Парк культуры",https://hh.ru/vacancy/48745345?from=vacancy_search_list&query=python
Программист-разработчик,ГБУ МО Мособлгеотрест,666,"Москва, Савеловская ",https://hh.ru/vacancy/48024658?from=vacancy_search_list&query=python
Distributed Systems Engineer,Cube Dev,666,Москва,https://hh.ru/vacancy/46377499?from=vacancy_search_list&query=python
Junior DevOps Engineer,АО Кросс технолоджис,666,"Москва, Динамо ",https://hh.ru/vacancy/48703828?from=vacancy_search_list&query=python
Devops (Kubernetes) удаленно,StormWall™,666,Москва,https://hh.ru/vacancy/48083206?from=vacancy_search_list&query=python
Аналитик данных,Росгосстрах,666,"Москва, Киевская ",https://hh.ru/vacancy/48700996?from=vacancy_search_list&query=python
Analyst BI,ООО Криптериум,666,"Москва, Верхние Котлы ",https://hh.ru/vacancy/45866152?from=vacancy_search_list&query=python
DevOps/ Системный администратор,AISA,666,"Москва, Кантемировская",https://hh.ru/vacancy/47852873?from=vacancy_search_list&query=python
"Senior Software Developer C++/Python (relocation to Estonia, Tallinn)",Parallels,666,"Москва, Свиблово",https://hh.ru/vacancy/44689401?from=vacancy_search_list&query=python
Аналитик Данных,ООО Инфотек,666,Москва,https://hh.ru/vacancy/48278599?from=vacancy_search_list&query=python
AI researcher,Институт Искусственного Интеллекта,666,Москва,https://hh.ru/vacancy/48321760?from=vacancy_search_list&query=python
Стажер-разработчик БД,ЛАНИТ. Департамент корпоративных систем,666,Москва,https://hh.ru/vacancy/47903866?from=vacancy_search_list&query=python
Middle / Senior QA engineer (Тестировщик),ООО Айтаргет,666,"Москва, Тульская",https://hh.ru/vacancy/48436832?from=vacancy_search_list&query=python
"Data Scientist, Поиск / Анализ спроса",Ozon Информационные технологии,666,"Москва, Деловой центр ",https://hh.ru/vacancy/44177733?from=vacancy_search_list&query=python
Разработчик С++ в Яндекс.Пробки,Яндекс,666,"Москва, Павелецкая ",https://hh.ru/vacancy/48532698?from=vacancy_search_list&query=python
Аналитик данных,Открытые Технологии,666,"Москва, Серпуховская",https://hh.ru/vacancy/47794224?from=vacancy_search_list&query=python
"Software Development Engineer (Mid/Senior, Java, Remote)",Ennabl Inc,666,Москва,https://hh.ru/vacancy/48225393?from=vacancy_search_list&query=python
"Data scientist, Собственные продажи",Ozon Информационные технологии,666,"Москва, Выставочная ",https://hh.ru/vacancy/48711553?from=vacancy_search_list&query=python
Data Analyst (Недвижимость),MGCOM,666,"Москва, Цветной бульвар",https://hh.ru/vacancy/47723174?from=vacancy_search_list&query=python
Специалист по информационной безопасности приложений (appsec),VK Pay,666,Москва,https://hh.ru/vacancy/48100741?from=vacancy_search_list&query=python
Программист С#/С++,Адалиск,666,"Москва, Ясенево",https://hh.ru/vacancy/47560669?from=vacancy_search_list&query=python
Дата аналитик,Билайн,666,Москва,https://hh.ru/vacancy/48518085?from=vacancy_search_list&query=python
Продуктовый аналитик,L’etoile Digital,666,"Москва, Нахимовский проспект",https://hh.ru/vacancy/48800142?from=vacancy_search_list&query=python
Middle - Senior DWH Analyst/Engineer,BelkaCar,666,Москва,https://hh.ru/vacancy/48770752?from=vacancy_search_list&query=python
Аналитик/разработчик SQL,ООО РАБЛЗ,666,Москва,https://hh.ru/vacancy/48766453?from=vacancy_search_list&query=python
Программист-разработчик на С++(удаленно),ООО Баум-Информ,666,"Москва, Бауманская",https://hh.ru/vacancy/48110835?from=vacancy_search_list&query=python
DevOps (Девопс) инженер,XYZ school,666,Москва,https://hh.ru/vacancy/48190039?from=vacancy_search_list&query=python
Системный администратор Linux / Devops (remote),Храмцова Полина,666,Москва,https://hh.ru/vacancy/47928791?from=vacancy_search_list&query=python
Senior/Middle ML Engineer,Schaffhausen Institute of Technology,666,Москва,https://hh.ru/vacancy/48301512?from=vacancy_search_list&query=python
SRE Engineer (Data),Леруа Мерлен. Центральный офис,666,Москва,https://hh.ru/vacancy/48346899?from=vacancy_search_list&query=python
ML Engineer,"Wargaming, Moscow",666,Москва,https://hh.ru/vacancy/47582844?from=vacancy_search_list&query=python
DevOps/Системный администратор,ООО ИИТ,666,"Москва, Комсомольская ",https://hh.ru/vacancy/48801006?from=vacancy_search_list&query=python
Senior Frontend developer продукт видеоаналитики (MTS AI),"ПАО «МТС», IT",666,"Москва, Технопарк",https://hh.ru/vacancy/48342009?from=vacancy_search_list&query=python
Data Science Team Lead,Билайн,666,Москва,https://hh.ru/vacancy/46617963?from=vacancy_search_list&query=python
DevOps engineer,ООО InStat,666,Москва,https://hh.ru/vacancy/48661224?from=vacancy_search_list&query=python
ML/RL Engineer,"Wargaming, Moscow",666,Москва,https://hh.ru/vacancy/48301399?from=vacancy_search_list&query=python
Аналитик данных,YCLIENTS LLC,666,"Москва, Достоевская ",https://hh.ru/vacancy/47285055?from=vacancy_search_list&query=python
DevOps engineer,GamesBoost42,666,Москва,https://hh.ru/vacancy/48447227?from=vacancy_search_list&query=python
CRM (Data) Analyst,АО РН Банк,666,Москва,https://hh.ru/vacancy/48157514?from=vacancy_search_list&query=python
DevOps,ООО Научно-Производственное Объединение Интеллектуальные Технические Системы,666,Москва,https://hh.ru/vacancy/48316323?from=vacancy_search_list&query=python
Системный аналитик (Big Data),Банк Хоум Кредит,666,"Москва, Белорусская",https://hh.ru/vacancy/48796663?from=vacancy_search_list&query=python
Full-stack разработчик (back-end node.js),Ключевская Наталья Владимировна,666,Москва,https://hh.ru/vacancy/48434225?from=vacancy_search_list&query=python
Debian fork developer,ООО Арго Технолоджи Ист,666,Москва,https://hh.ru/vacancy/46679404?from=vacancy_search_list&query=python
AI researcher,Институт Искусственного Интеллекта,666,Москва,https://hh.ru/vacancy/48321760?from=vacancy_search_list&query=python
Senior data engineer,Деметра-Холдинг,666,"Москва, Выставочная",https://hh.ru/vacancy/48787498?from=vacancy_search_list&query=python
QA engineer (начальный уровень),ООО Максконсалт,666,Москва,https://hh.ru/vacancy/48443034?from=vacancy_search_list&query=python
Разработчик баз данных ETL/SQL,Лига Цифровой Экономики,666,Москва,https://hh.ru/vacancy/45557956?from=vacancy_search_list&query=python
Senior DS,"Лента, федеральная розничная сеть, IT",666,Москва,https://hh.ru/vacancy/48814954?from=vacancy_search_list&query=python
Тестировщик ПО / QA Engineer,"Bright Pattern, Inc",666,"Москва, Маяковская ",https://hh.ru/vacancy/47775842?from=vacancy_search_list&query=python
Data Analyst,DiDi,666,Москва,https://hh.ru/vacancy/46954098?from=vacancy_search_list&query=python
QA Engineer Senior/Middle (удаленно),Ailet,666,Москва,https://hh.ru/vacancy/48077787?from=vacancy_search_list&query=python
ML/RL Engineer,"Wargaming, Moscow",666,Москва,https://hh.ru/vacancy/48301399?from=vacancy_search_list&query=python
Системный администратор Linux / DevOps engineer,ООО ОНЭЛИЯ,666,"Москва, Аэропорт ",https://hh.ru/vacancy/48204654?from=vacancy_search_list&query=python
Аналитик данных (FinTech),Авито: аналитика,666,"Москва, Белорусская",https://hh.ru/vacancy/48790737?from=vacancy_search_list&query=python
OLAP разработчик-аналитик,ПартКом,666,Москва,https://hh.ru/vacancy/46267784?from=vacancy_search_list&query=python
Программист - тестировщик СПО,АО МЦСТ,666,"Москва, Ленинский проспект",https://hh.ru/vacancy/48438449?from=vacancy_search_list&query=python
DevOps Engineer (Middle/Senior),Студия Кефир,666,Москва,https://hh.ru/vacancy/44354103?from=vacancy_search_list&query=python
DevOps/ Системный администратор,AISA,666,"Москва, Кантемировская",https://hh.ru/vacancy/47852873?from=vacancy_search_list&query=python
QA Automation Engineer,G-Core Labs,666,Москва,https://hh.ru/vacancy/44045931?from=vacancy_search_list&query=python
Программист-Исследователь (R&D),Photo Lab,666,"Москва, Пушкинская ",https://hh.ru/vacancy/48726340?from=vacancy_search_list&query=python
Data Analyst,AliExpress Россия,666,Москва,https://hh.ru/vacancy/46227775?from=vacancy_search_list&query=python
